taxid,parent_taxid,rank,scientific_name,common_name
2828653,9271,species,Philander nigratus,gray and black four-eyed opossum
2828882,518692,subspecies,Ursus kudarensis kudarensis,
2828883,9639,species,Ursus kanivetz,
2829237,48010,species,Oecomys matogrossensis,
2830903,9431,genus,Scotozous,
2830904,2830903,species,Scotozous dormeri,Dormer's bat
2831526,94247,subspecies,Dipodomys merriami parvus,San Bernardino kangaroo rat
2833385,1225529,species,Equus sp. YG303.325,
2833386,1225529,species,Equus sp. YG188.42,
2833617,40141,genus,Neomicroxus,
2833618,2833617,species,Neomicroxus bogotensis,
2833626,241100,species,Bibimys torresi,
2834119,27621,species,Molossus melini,
2835065,227165,no rank,unclassified Megaloceros,
2835066,2835065,species,Megaloceros sp. Ari9,
2835067,2835065,species,Megaloceros sp. Ari34,
2835068,2835065,species,Megaloceros sp. Ari79,
2835069,2835065,species,Megaloceros sp. Aria46,
2835070,2835065,species,Megaloceros sp. Ari5,
2835071,2835065,species,Megaloceros sp. Ari66,
2835072,2835065,species,Megaloceros sp. Ari3,
2835073,2835065,species,Megaloceros sp. Ari124,
2835074,2835065,species,Megaloceros sp. Ari120,
2835075,2835065,species,Megaloceros sp. Ari4,
2835076,2835065,species,Megaloceros sp. Ari115,
2835077,2835065,species,Megaloceros sp. Ari126,
2835078,2835065,species,Megaloceros sp. Ari57,
2835079,2835065,species,Megaloceros sp. Ari35,
2835080,2835065,species,Megaloceros sp. Ari123,
2835208,114410,species,Euroscaptor grandis,greater Chinese mole
2835209,62294,species,Mogera etigo,Echigo mole
2835210,2647770,species,Euroscaptor sp. 1 TE-2021,
2835211,2647770,species,Euroscaptor sp. 2 TE-2021,
2835212,2640566,species,Uropsilus sp. 1 TE-2021,
2835213,2620149,species,Parascaptor sp. TE-2021,
2835214,224954,no rank,unclassified Scaptonyx,
2835215,2835214,species,Scaptonyx sp. TE-2021,
2835216,9373,genus,Oreoscaptor,
2835217,2835216,species,Oreoscaptor mizura,Japanese mountain mole
2835288,2622384,species,Crocidura sp. ZSI_AN-1,
2835289,2622384,species,Crocidura sp. ZSI_AN-2,
2835450,310262,species,Equus sp. ABC9779,
2835451,310262,species,Equus sp. AV5,
2835452,310262,species,Equus sp. AV6,
2835453,310262,species,Equus sp. AV7,
2835454,310262,species,Equus sp. AV34,
2835455,310262,species,Equus sp. AV36,
2835456,310262,species,Equus sp. AV37,
2835457,310262,species,Equus sp. AV38,
2835458,310262,species,Equus sp. AV39,
2835459,310262,species,Equus sp. AV40,
2835460,310262,species,Equus sp. AV42,
2835461,310262,species,Equus sp. AV43,
2835462,310262,species,Equus sp. AV73,
2835463,310262,species,Equus sp. AV75,
2835464,310262,species,Equus sp. AV80,
2835465,310262,species,Equus sp. AV81,
2835466,310262,species,Equus sp. AV83,
2835467,310262,species,Equus sp. AV88,
2835468,310262,species,Equus sp. AV89,
2835469,310262,species,Equus sp. AV90,
2835470,310262,species,Equus sp. AV103,
2835471,310262,species,Equus sp. AV105,
2835472,310262,species,Equus sp. AV106,
2835473,310262,species,Equus sp. AV108,
2835474,310262,species,Equus sp. AV109,
2835475,310262,species,Equus sp. AV112,
2835476,310262,species,Equus sp. AV114,
2835477,310262,species,Equus sp. AV118,
2835478,310262,species,Equus sp. AV121,
2835479,310262,species,Equus sp. AV122,
2835480,310262,species,Equus sp. AV124,
2835481,310262,species,Equus sp. AV125,
2835482,310262,species,Equus sp. AV149,
2835483,310262,species,Equus sp. AV151,
2835484,310262,species,Equus sp. AV154,
2835485,310262,species,Equus sp. AV157,
2835486,310262,species,Equus sp. AV159,
2835487,310262,species,Equus sp. AV160,
2835488,310262,species,Equus sp. AV181,
2835489,310262,species,Equus sp. AV185,
2835490,310262,species,Equus sp. AV189,
2835491,310262,species,Equus sp. AV190,
2835492,310262,species,Equus sp. AV191,
2835493,310262,species,Equus sp. AV193,
2835494,310262,species,Equus sp. AV196,
2835495,310262,species,Equus sp. AV204,
2835496,310262,species,Equus sp. AV208,
2835497,310262,species,Equus sp. AV236,
2835498,310262,species,Equus sp. AV237,
2835499,310262,species,Equus sp. AV238,
2835500,310262,species,Equus sp. AV241,
2835501,310262,species,Equus sp. JK078,
2835502,310262,species,Equus sp. JK162,
2835503,310262,species,Equus sp. JK273,
2835504,310262,species,Equus sp. JK274,
2835505,310262,species,Equus sp. JK275,
2835506,310262,species,Equus sp. JK278,
2835507,310262,species,Equus sp. JW174MS289,
2835508,310262,species,Equus sp. MOE079,
2835509,310262,species,Equus sp. MOE081,
2835510,310262,species,Equus sp. MOE117,
2835511,310262,species,Equus sp. MOE119,
2835512,310262,species,Equus sp. MS273,
2835513,310262,species,Equus sp. MS309,
2835514,310262,species,Equus sp. MS313,
2835515,310262,species,Equus sp. MS317,
2835516,310262,species,Equus sp. MS322,
2835517,310262,species,Equus sp. MS324,
2835518,310262,species,Equus sp. MS337,
2835519,310262,species,Equus sp. MS338,
2835520,310262,species,Equus sp. MS356,
2835521,310262,species,Equus sp. MS365,
2835522,310262,species,Equus sp. MS371,
2835523,310262,species,Equus sp. MS413,
2835524,310262,species,Equus sp. MS440,
2835525,310262,species,Equus sp. MS451,
2835526,310262,species,Equus sp. MS456,
2835527,310262,species,Equus sp. MS460,
2836880,187267,species,Pseudomys gouldii,Gould's mouse
2836923,184395,species,Notomys longicaudatus,long-tailed hopping mouse
2836924,253151,species,Leporillus apicalis,lesser stick-nest rat
2836925,10126,species,Conilurus albipes,white-footed rabbit-rat
2836926,184395,species,Notomys amplus,short-tailed hopping mouse
2838830,2623225,species,Macaca sp. XT-2021,
2839071,51347,species,Lophuromys verhageni,Verhagen's brush-furred rat
2839072,51347,species,Lophuromys cf. cinereus FMNH 171657,
2839073,51347,species,Lophuromys cf. cinereus FMNH 204060,
2839074,51347,species,Lophuromys cf. cinereus FMNH 195093,
2839075,51347,species,Lophuromys cf. cinereus FMNH 195092,
2839076,51347,species,Lophuromys cf. cinereus FMNH 203774,
2839077,51347,species,Lophuromys cf. cinereus FMNH 189349,
2839078,51347,species,Lophuromys cf. cinereus FMNH 189324,
2839079,51347,species,Lophuromys cf. cinereus FMNH 189348,
2839080,51347,species,Lophuromys cf. cinereus FMNH 227712,
2839081,51347,species,Lophuromys cf. cinereus FMNH 227728,
2839867,30597,species,Pithecia aequatorialis,
2839868,1812035,species,Plecturocebus discolor,white-tailed titi
2839978,30550,species,Spilogale angustifrons,
2839979,2839978,subspecies,Spilogale angustifrons yucatanensis,
2839980,30551,subspecies,Spilogale gracilis leucoparia,
2839981,30551,subspecies,Spilogale gracilis lucasana,
2841023,9578,species,Hylobates lar x Hylobates pileatus,
2841798,9832,species,Hippopotamus minor,Cyprus dwarf hippopotamus
2841919,45781,subspecies,Canis rufus gregoryi,
2841920,45781,subspecies,Canis rufus rufus,
2841921,45781,subspecies,Canis rufus floridanus,
2841922,9612,subspecies,Canis lupus nubilus,
2841923,9614,subspecies,Canis latrans latrans,
2842287,184395,species,Notomys macrotis,big-eared hopping mouse
2844896,37026,species,Neacomys auriventer,
2844897,37026,species,Neacomys rosalindae,
2847034,62621,subspecies,Lepus timidus ainu,Ezo mountain hare
2848121,1225529,species,Equus dalianensis,
2850015,1965102,no rank,unclassified Mico,
2850016,1965102,species,Mico schneideri,Schneider's marmoset
2850156,303306,species,Cynomops kuizha,
2853157,58066,species,Epomophorus pusillus,lesser epauletted fruit bat
2853601,2629890,species,Rhinolophus sp. Nditam11,
2854220,9699,species,Herpestes edwardsi,
2854741,36801,species,Crocidura cf. flavescens TA040,
2854742,36801,species,Crocidura cf. flavescens TA369,
2854743,36801,species,Crocidura cf. flavescens TZ29614,
2854744,36801,species,Crocidura cf. flavescens TZ30602,
2854745,36801,species,Crocidura cf. flavescens TZ31190,
2856836,2685208,species,Murina sp. A BL-2021,
2856837,2685208,species,Murina sp. B BL-2021,
2856838,1032380,species,Pipistrellus sp. A BL-2021,
2856839,1032380,species,Pipistrellus sp. B BL-2021,
2856840,879280,species,Ctenomys sp. 5 AO-2021,
2856841,879280,species,Ctenomys sp. AO292,
2856842,879280,species,Ctenomys sp. 5B AO-2021,
2856843,879280,species,Ctenomys sp. 4D AO-2021,
2856844,879280,species,Ctenomys sp. 1 AO-2021,
2856845,879280,species,Ctenomys sp. 2 AO-2021,
2859851,56218,species,Baiomys brunneus,
2860346,59466,species,Nycteris madagascariensis,Malagasy slit-faced bat
2861665,56317,subspecies,Peromyscus mexicanus totontepecus,
2861666,2623844,species,Peromyscus sp. MVZ 223386,
2861667,2623844,species,Peromyscus sp. MVZ 235925,
2861926,2635303,species,Glaucomys oregonensis ssp. c MH-2021,
2861927,2635303,species,Glaucomys oregonensis ssp. l MH-2021,
2861928,2635303,species,Glaucomys oregonensis ssp. s MH-2021,
2862960,2622720,species,Mazama sp. PERD002,
2862961,2622720,species,Mazama sp. PERD004,
2862962,2622720,species,Mazama sp. PERD006,
2862963,2622720,species,Mazama sp. PERD007,
2862964,2622720,species,Mazama sp. PERD011,
2863006,29132,genus,Castoroides,
2863007,2863006,species,Castoroides ohioensis,
2863190,43328,subspecies,Rucervus duvaucelii ranjitsinhi,
2863192,248799,subspecies,Lophiomys imhausi maremortum,Dead Sea crested rat
2863709,10040,species,Peromyscus carolpattonae,Carol Patton's deermouse
2865737,1579310,species,Camelidae sp. PDM-2021,
2865889,879280,species,Ctenomys sp. 4 MT-2021,
2866131,10067,species,Acomys mullah,Mullah spiny mouse
2866648,39107,genus,Nilopegamys,
2866649,2866648,species,Nilopegamys plumbeus,
2866650,119563,no rank,unclassified Colomys,
2866652,119563,species,Colomys lumumbai,
2866653,119563,species,Colomys wologizi,
2866654,119563,species,Colomys eisentrauti,
2866655,9918,species,Bubalus arnee,wild water buffalo
2870493,1003211,species,Niviventer sp. VN3973M589,
2870494,1003211,species,Niviventer sp. VN4004M620,
2871176,42061,subspecies,Pronolagus rupestris nyikae,
2871177,112022,subspecies,Lepus sinensis flaviventris,
2871748,29078,subspecies,Eptesicus fuscus miradorensis,
2871749,29078,subspecies,Eptesicus fuscus fuscus,
2871750,3411095,species,Cnephaeus sp. MNKM-5584,
2871751,3411095,species,Cnephaeus sp. MNKM-5592,
2871752,3411095,species,Cnephaeus sp. MNKM-5587,
2871753,3411095,species,Cnephaeus sp. MNKM-5588,
2871754,3411095,species,Cnephaeus sp. MNKM-5585,
2872343,42324,species,Dendrohyrax interfluvialis,
2872532,879280,species,Ctenomys sp. 'chasiquensis' CC-2021,
2872533,33551,species,Ctenomys talarum group sp. CC-2021,
2873328,2765885,species,Callithrix sp. BJT022,
2873330,36801,species,Crocidura australis,
2873331,36801,species,Crocidura baletei,
2873332,36801,species,Crocidura brevicauda,
2873333,36801,species,Crocidura caudicrassa,
2873334,36801,species,Crocidura mediocris,Central Sulawesi white-toothed shrew
2873335,36801,species,Crocidura microelongata,
2873336,36801,species,Crocidura normalis,
2873337,36801,species,Crocidura ordinaria,
2873338,36801,species,Crocidura pallida,
2873339,36801,species,Crocidura parva,
2873340,36801,species,Crocidura pseudorhoditis,
2873341,36801,species,Crocidura quasielongata,
2873342,36801,species,Crocidura solita,
2873343,36801,species,Crocidura tenebrosa,
2874050,2685047,species,Heteromys sp. ib MG-2021,
2874464,183660,species,Cryptotis goodwini,Goodwin's broad-clawed shrew
2874465,183660,species,Cryptotis griseoventris,Guatemalan broad-clawed shrew
2874700,9312,species,Macropus cf. fuliginosus KS7,
2874701,9312,species,Macropus cf. giganteus KD1,
2874702,9312,species,Macropus cf. rufus KD2,
2874703,9312,species,Macropus cf. rufus KD3,
2874704,9312,species,Macropus cf. rufus KD4,
2874705,9312,species,Macropus cf. giganteus KD5,
2874706,9312,species,Macropus cf. giganteus KD6,
2874707,9312,species,Macropus cf. rufus KD7,
2874708,9312,species,Macropus cf. rufus KF1,
2874709,9312,species,Macropus cf. fuliginosus KS1,
2874710,9312,species,Macropus cf. rufus KS2,
2874711,9312,species,Macropus cf. giganteus KS3,
2874712,9312,species,Macropus cf. giganteus KS4,
2874713,9312,species,Macropus cf. rufus KS5,
2874714,9312,species,Macropus cf. giganteus KS6,
2874715,9312,species,Macropus cf. giganteus KS8,
2874898,727678,species,Didelphimorphia sp. CACC-2021,
2876074,10053,species,Microtus mogollonensis,Mogollon vole
2876546,9691,subspecies,Panthera pardus tulliana,Anatolian leopard
2876836,2622384,species,Crocidura sp. n. QW-2021,
2878263,9757,species,Mesoplodon eueu,Ramari's beaked whale
2878564,69297,subspecies,Tragelaphus eurycerus isaaci,eastern bongo
2878773,879280,species,Ctenomys sp. 1 MT-2021,
2878774,879280,species,Ctenomys sp. 2 MT-2021,
2878775,879280,species,Ctenomys sp. 3 MT-2021,
2878776,879280,species,Ctenomys sp. 5 MT-2021,
2878777,33551,species,Ctenomys pontifex,San Luis tuco-tuco
2879911,9630,subspecies,Vulpes macrotis arsipus,
2880878,103599,species,Sousa plumbea,Indian Ocean humpback dolphin
2883637,337748,genus,Priapomys,
2883638,2883637,species,Priapomys leonardi,Himalayan large-eared flying squirrel
2883640,9604,no rank,Hominidae intergeneric hybrids,
2883641,2883640,species,Homo sapiens x Pan troglodytes tetraploid cell line,
2885230,9779,family,Gomphotheriidae,
2885231,2885230,genus,Notiomastodon,
2885232,2885231,species,Notiomastodon platensis,
2885253,43319,species,Coendou cf. quichua MHN-UCa1616,
2885254,43319,species,Coendou cf. quichua 'unvouchered quills',
2885255,43319,species,Coendou cf. quichua UIS 945,
2885256,43319,species,Coendou cf. quichua UIS OLA23,
2885257,43319,species,Coendou cf. quichua UIS OLA24,
2885258,43319,species,Coendou cf. quichua ICN 2003,
2885768,9361,subspecies,Dasypus novemcinctus mexicanus,
2885769,9361,subspecies,Dasypus novemcinctus hoplites,
2886509,2715227,species,Equus hemionus hybrid sp. FZ-2021,
2888765,48420,subspecies,Gulo gulo luscus,American wolverine
2890400,9434,species,Myotis peninsularis,peninsular myotis
2891921,9434,species,Myotis cf. californicus/ciliolabrum BL-2021,
2892069,9655,subfamily,Guloninae,
2892070,2892069,genus,Pekania,
2892538,30551,subspecies,Spilogale gracilis gracilis,
2892539,30551,subspecies,Spilogale gracilis martirensis,
2892838,1229624,subspecies,Gazella arabica dareshurii,Farur Island gazelle
2893897,269648,no rank,unclassified Chionomys,
2893898,2893897,species,Chionomys sp. l AB-2021,
2893918,100895,subspecies,Microtus californicus kernensis,
2893920,100895,subspecies,Microtus californicus sanctidiegi,
2895724,337752,genus,Hesperosciurus,
2895725,337752,genus,Parasciurus,
2895727,337752,genus,Echinosciurus,
2895728,337752,genus,Leptosciurus,
2897420,2494513,no rank,unclassified Scarturus,
2897421,2494513,species,Scarturus caprimulga,
2898791,13150,no rank,unclassified Micromys,
2898792,2898791,species,Micromys sp. y ZL-2021,
2899231,2645810,species,Miniopterus sp. p KDU-2021,
2899433,9377,species,Suncus cf. remyi YL-2021,
2899589,150087,species,Scutisorex congicus,
2899590,128149,species,Sylvisorex akaibei,
2899685,687454,species,Typhlomys fengjiensis,
2901425,30636,species,Nannospalax tuncelicus,
2902005,169418,genus,Neogale,
2902006,169418,no rank,Mustelinae intergeneric hybrids,
2902603,27671,species,Pipistrellus endoi,Endo's pipistrelle
2904038,530177,species,Nephelomys ricardopalmai,Ricardo Palma's rice rat
2904039,29130,species,Thomasomys pagaibambensis,
2904040,29130,species,Thomasomys shallqukucha,
2904041,29130,species,Thomasomys cf. incanus DR-2021,
2904042,2723282,species,Mus cf. gerbillus FMNH 219199,
2904043,2723282,species,Mus cf. gerbillus FMNH 219474,
2904044,2723282,species,Mus cf. gerbillus TZ2018CS33,
2904792,72130,species,Lasiurus semotus,Hawaiian hoary batb
2904965,2599797,subspecies,Mustela richardsonii cicognanii,
2905217,9499,species,Alouatta discolor,Spix's red-handed howler
2905218,9499,species,Alouatta ululata,Maranhao red-handed howler
2905369,10042,subspecies,Peromyscus maniculatus nubiterrae x Peromyscus maniculatus bairdii,
2907237,59486,species,Natalus macrourus,Brazilian funnel-eared bat
2907245,27628,no rank,unclassified Promops,
2907246,2907245,species,Promops sp. IP1204/2015,
2907854,10040,species,Peromyscus maniculatus x Peromyscus polionotus,
2908704,9377,species,Suncus niger,hill shrew
2909289,112022,subspecies,Lepus sinensis formosus,
2909290,9657,subspecies,Lutra lutra chinensis,
2909291,114413,subspecies,Mogera insularis insularis,
2909882,43333,species,Mazama rufa,red brocket deer
2910189,328699,subspecies,Herpestes urva formosanus,
2910750,9434,species,Myotis midastactus,golden Myotis
2910751,9434,species,Myotis moratellii,Moratelli's Myotis
2911345,3026943,species,Cephalophorus cf. kivuensis ZFMK DNA-FD05093754,
2911346,3026943,species,Cephalophorus cf. kivuensis ZFMK DNA-FD05093762,
2911347,3026943,species,Cephalophorus cf. kivuensis RMCA 37457,
2911480,44233,species,Reithrodontomys cherrii,Costa Rican harvest mouse
2911592,9653,species,Procyon pygmaeus,Cozumel raccoon
2911593,352831,subspecies,Nasua narica nelsoni,Cozumel coati
2911689,2778566,species,Pseudoromicia principis,
2911695,10040,species,Peromyscus pseudocrinitus,false canyon mouse
2912599,39107,genus,Serengetimys,
2912600,2912599,species,Serengetimys pernanus,dwarf multimammate mouse
2912614,30639,species,Mastomys erythroleucus complex sp. eryC,
2912615,30639,species,Mastomys erythroleucus complex sp. eryD,
2912616,30639,species,Mastomys erythroleucus complex sp. eryE,
2912617,30639,species,Mastomys huberti complex sp. hubA,
2912618,30639,species,Mastomys huberti complex sp. hubB,
2912619,30639,species,Mastomys huberti complex sp. hubC,
2912620,30639,species,Mastomys natalensis complex sp. natAI,
2912621,30639,species,Mastomys natalensis complex sp. natAIII,
2912622,30639,species,Mastomys natalensis complex sp. natBIV,
2912623,30639,species,Mastomys natalensis complex sp. natBV,
2912624,30639,species,Mastomys natalensis complex sp. natBVI,
2912819,145411,subspecies,Chaetodipus goldmani goldmani,
2912820,38673,subspecies,Chaetodipus pernix pernix,
2912821,38673,subspecies,Chaetodipus pernix rostratus,
2912822,145411,subspecies,Chaetodipus goldmani ssp. p JL-2022,
2912823,145411,subspecies,Chaetodipus goldmani ssp. y JL-2022,
2916401,62621,subspecies,Lepus timidus sylvaticus,
2916440,52906,species,Sicista cimlanica,Tsimlyansk birch mouse
2916555,84766,subspecies,Glaucomys oregonensis oregonensis,
2916556,84766,subspecies,Glaucomys oregonensis flaviventris,
2916557,84766,subspecies,Glaucomys oregonensis ssp. fu SY-2022,
2916559,49442,species,Rhinolophus cf. macrotis sensu Tu et al. 2017,
2916560,49442,species,Rhinolophus cf. siamensis sensu Tu et al. 2017,
2916631,9434,species,Myotis diminutus,
2917337,9373,genus,Alpiscaptulus,
2917338,2917337,no rank,unclassified Alpiscaptulus,
2917339,2917338,species,Alpiscaptulus sp. h CZ-2022,
2917788,109484,species,Hypsugo stubbei,
2917802,360160,subspecies,Plecotus ognevi nomrogi,
2918439,27673,species,Plecotus gobiensis,
2918677,59454,species,Kerivoula depressa,
2918678,59454,species,Kerivoula dongduongana,
2918756,2642123,species,Saguinus sp. SMIXSBB,
2918757,2642123,species,Saguinus sp. SBBXSMA711,
2918762,2681187,species,Leontocebus fuscus,
2918763,9486,species,Saguinus ursulus,
2918764,78454,subspecies,Saguinus labiatus rufiventer,
2918886,9935,species,Ovis ammon polii x Ovis aries,
2921318,58068,species,Hipposideros gentilis,Andersen's leaf-nosed bat
2922142,10069,species,Akodon oenos,Monte akodont
2922143,241143,species,Euneomys fossor,burrowing chinchilla mouse
2922144,2647523,species,Galea sp. CMIAO196,
2922387,9604,no rank,unclassified Hominidae,
2922388,2922387,species,Hominidae sp.,
2922766,2624048,species,Makalata sp. 13 RDS-2021,
2922767,2624048,species,Makalata sp. 3 RDS-2021,
2922768,2624048,species,Makalata sp. 12 RDS-2021,
2922769,2624048,species,Makalata sp. 10 RDS-2021,
2922770,2624048,species,Makalata sp. 2 RDS-2021,
2922771,2624048,species,Makalata sp. 11 RDS-2021,
2922772,2624048,species,Makalata sp. 6 RDS-2021,
2922773,2624048,species,Makalata sp. 5 RDS-2021,
2922774,2624048,species,Makalata sp. 1 RDS-2021,
2923478,867169,species,Myotis sp. QCAZ Mamm9159,
2923479,867169,species,Myotis sp. QCAZ Mamm9623,
2923480,9434,species,Myotis cf. elegans QCAZ Mamm9168,
2923481,9434,species,Myotis cf. elegans QCAZ Mamm9169,
2924043,867169,species,Myotis sp. 61_My,
2924044,867169,species,Myotis sp. 56_My,
2924045,867169,species,Myotis sp. Muestra11_My,
2925011,9476,species,Tarsius pumilus,pygmy tarsier
2926350,867169,species,Myotis sp. 927/20_JAI,
2926351,867169,species,Myotis sp. 1031/20_CAS,
2926352,867169,species,Myotis sp. 1038/20_CAS,
2926353,867169,species,Myotis sp. 1040/20_CAS,
2926354,867169,species,Myotis sp. 1138/20_SOC,
2926355,867169,species,Myotis sp. 1145/20_SP,
2926356,867169,species,Myotis sp. 1256/20_JAI,
2926357,867169,species,Myotis sp. 1267/20_CAS,
2926358,867169,species,Myotis sp. 1272/20_CAS,
2926359,867169,species,Myotis sp. 1315/20_CAS,
2926360,867169,species,Myotis sp. 1354/20_ASO,
2926361,867169,species,Myotis sp. 1399/20_SP,
2926362,867169,species,Myotis sp. 1586/20_PAA,
2926363,867169,species,Myotis sp. 2276/21_SOC,
2926364,867169,species,Myotis sp. 2373/21_SP,
2926365,867169,species,Myotis sp. 2384/21_PAA,
2926366,867169,species,Myotis sp. 2615/21_SOC,
2926367,867169,species,Myotis sp. 2738/21_JAI,
2926368,867169,species,Myotis sp. 2825/21_SOC,
2926369,867169,species,Myotis sp. 2853/21_JAI,
2926627,1041407,species,Pygeretmus shitkovi,greater fat-tailed jerboa
2926628,73861,subspecies,Scarturus elater elater,
2926629,2494513,species,Scarturus euphraticus,Euphrates jerboa
2926630,2494513,species,Scarturus williamsi,William's jerboa
2926631,2494513,species,Scarturus hotsoni,Hotson's jerboa
2926632,2494513,species,Scarturus aulacotis,
2926633,2494513,species,Scarturus toussi,Toussi jerboa
2926634,73861,subspecies,Scarturus elater strandi,
2926635,73861,subspecies,Scarturus elater caucasicus,
2926636,2494513,species,Scarturus indica,
2926637,2926636,subspecies,Scarturus indica aralychensis,
2926638,73861,subspecies,Scarturus elater zaisanicus,
2926639,73861,subspecies,Scarturus elater dzungariae,
2926640,2494513,species,Scarturus heptneri,
2926641,2897420,species,Scarturus sp. Asp_IR1,
2927071,9681,no rank,Felidae incertae sedis,
2927072,10066,no rank,Muridae incertae sedis,
2927077,2621394,species,Capricornis sp. 1 GL-2022,
2927078,2621394,species,Capricornis sp. 2 GL-2022,
2927079,2621394,species,Capricornis sp. 3 GL-2022,
2927130,89116,no rank,unclassified Chilomys,
2927131,2927130,species,Chilomys sp. g NT-2022,
2927132,2927130,species,Chilomys sp. n NT-2023,
2927133,2927130,species,Chilomys sp. p NT-2024,
2927134,2927130,species,Chilomys sp. w NT-2025,
2928102,2798485,species,Loxodonta sp. GS-2022,
2928166,40141,genus,Chibchanomys,
2928167,2928166,species,Chibchanomys orcesi,Las Cajas water mouse
2928168,2928166,species,Chibchanomys trichotis,Chibchan water mouse
2928169,2028559,species,Ichthyomys hydrobates,crab-eating rat
2928172,2028559,species,Ichthyomys tweedii,Tweedy's crab-eating rat
2928174,218835,species,Rheomys mexicanus,Mexican fishing mouse
2928175,40141,genus,Anotomys,
2928176,2928175,species,Anotomys leander,aquatic rat
2928177,2928166,no rank,unclassified Chibchanomys,
2928178,2928177,species,Chibchanomys sp. MUSA13864,
2928179,2928177,species,Chibchanomys sp. MUSA18964,
2928180,2632736,species,Neusticomys sp. MSB250000,
2928181,2632736,species,Neusticomys sp. CTU4274,
2928182,2632736,species,Neusticomys sp. CTUA2619,
2928183,2632736,species,Neusticomys sp. CTUA2621,
2928188,269270,species,Chodsigoa dabieshanensis,
2928630,33551,species,Ctenomys brasiliensis,Brazilian tuco-tuco
2928753,42407,species,Neotoma bryanti x Neotoma lepida,
2929748,39087,no rank,unclassified Arvicolinae,
2929749,2929748,species,Arvicolinae gen. n. sp. b XW-2022,
2929750,2929748,species,Arvicolinae gen. n. sp. l XW-2022,
2929751,465452,species,Neodon chayuensis,
2929752,465452,species,Neodon namchabarwaensis,
2929753,39087,genus,Craseomys,
2929754,447134,species,Myodes rufocanus,Gray red-backed vole
2929995,10040,species,Peromyscus greenbaumi,
2929996,10040,species,Peromyscus ensinki,
2931043,2642123,species,Saguinus sp. INUSTUS706,
2931044,2642123,species,Saguinus sp. SG17,
2931045,2642123,species,Saguinus sp. SG19,
2931046,2642123,species,Saguinus sp. SMI218,
2931047,2642123,species,Saguinus sp. SLEUCALI,
2931048,2642123,species,Saguinus sp. SOEDCALI,
2931049,2642123,species,Saguinus sp. SW4466,
2931050,2642123,species,Saguinus sp. TMDSU,
2931051,2642123,species,Saguinus sp. SG26,
2931811,9694,subspecies,Panthera tigris virgata,Caspian tiger
2932461,92650,species,Macrotis leucura,lesser bilby
2932462,38628,species,Microperoryctes murina,New Guinean mouse bandicoot
2932475,2622384,species,Crocidura sp.,
2933151,10046,species,Meriones dahli,
2933618,58056,species,Acerodon macklotii,Sunda fruit bat
2933636,59488,species,Murina huttonii,
2933637,9434,species,Myotis borneoensis,
2933639,9469,species,Nycticebus hilleri,
2933645,132906,species,Ptenochirus jagorii,greater musky fruit bat
2933648,44233,species,Reithrodontomys garichensis,
2933650,153294,species,Rhogeessa aenea,Yucatan yellow bat
2937889,30595,species,Cacajao amuna,Kanamari white uakari
2938040,2795613,species,Phalanger sp. Wanggar Nabire island,
2938041,2795613,species,Phalanger sp. Yaro Nabire island,
2938042,2795613,species,Phalanger sp. Moor Nabire island,
2938043,2795613,species,Phalanger sp. Kariu Haruku island,
2938044,2795613,species,Phalanger sp. Hatu Ambon island,
2938045,2795613,species,Phalanger sp. Geser island,
2938046,2795613,species,Phalanger sp. Gorom island,
2938047,2795613,species,Phalanger sp. Lakor island,
2938048,2795613,species,Phalanger sp. North Seram island,
2940077,9434,species,Myotis attenboroughi,
2940078,9434,species,Myotis clydejonesi,
2940079,9434,species,Myotis dinellii,
2940080,9434,species,Myotis larensis,
2940081,9434,species,Myotis pilosatibialis,
2940082,32538,subspecies,Leopardus pardalis mitis,
2940083,61382,subspecies,Leopardus wiedii wiedii,
2941033,2642879,species,Acomys sp. indet. Clade41,
2941034,2636980,species,Arvicanthis sp. indet. Clade81,
2941035,2622384,species,Crocidura sp. indet. Clade104,
2941036,2622384,species,Crocidura sp. indet. Clade2,
2941037,2622384,species,Crocidura sp. indet. Clade102,
2941038,2622384,species,Crocidura sp. indet. Clade10,
2941039,2622384,species,Crocidura sp. indet. Clade11,
2941040,2622384,species,Crocidura sp. indet. Clade105,
2941041,2622384,species,Crocidura sp. indet. Clade107,
2941042,2622384,species,Crocidura sp. indet. Clade15,
2941043,2622384,species,Crocidura sp. indet. Clade103,
2941044,2622384,species,Crocidura sp. indet. Clade108,
2941045,2622384,species,Crocidura sp. indet. Clade12,
2941046,2622384,species,Crocidura sp. indet. Clade13,
2941047,2622384,species,Crocidura sp. indet. Clade14,
2941048,2622384,species,Crocidura sp. indet. Clade4,
2941049,2640544,species,Dasymys sp. indet. Clade90,
2941050,2619740,species,Dendromus sp. indet. Clade30,
2941051,2636249,species,Grammomys sp. indet. Clade92,
2941052,2636249,species,Grammomys sp. indet. Clade128,
2941053,2636249,species,Grammomys sp. indet. Clade95,
2941054,2636249,species,Grammomys sp. indet. Clade129,
2941055,2623328,species,Graphiurus sp. indet. Clade24,
2941056,2623328,species,Graphiurus sp. indet. Clade25,
2941057,2623328,species,Graphiurus sp. indet. Clade26,
2941058,2635655,species,Otomys sp. indet. Clade76,
2941059,2635655,species,Otomys sp. indet. Clade71,
2941060,2635655,species,Otomys sp. indet. Clade73,
2941061,2619336,species,Praomys sp. indet. Clade125,
